"targetID","cell.mark","wsiName","roiID","cellID.mskcc20171103","xCell","yCell","observer.1","observer.2","observer.3","observer.4","observer.5","truth","modalityID"
"107","6-3","CCB050031HE","ROI26CCB050031HEx3136y19784c","CCB050031HEx3397y20109","3397","20109",0,0,0,0,0,0,"microscope"
"108","6-4","CCB050031HE","ROI26CCB050031HEx3136y19784c","CCB050031HEx3132y19396","3132","19396",1,1,0,1,0,0,"microscope"
"109","6-5","CCB050031HE","ROI26CCB050031HEx3136y19784c","Cannot find cell","?","?",0,0,0,0,0,0,"microscope"
"110","7-1","CCB050031HE","ROI27CCB050031HEx13149y22639c","Find cell but not in our data frame","13007","22625",0,0,0,0,0,0,"microscope"
"111","7-2","CCB050031HE","ROI27CCB050031HEx13149y22639c","Find cell but not in our data frame","12772","22862",0,0,0,0,0,0,"microscope"
"112","7-3","CCB050031HE","ROI27CCB050031HEx13149y22639c","CCB050031HEx12957y22929","12957","22929",0,0,0,0,0,0,"microscope"
"113","7-4","CCB050031HE","ROI27CCB050031HEx13149y22639c","No mark on pdf",NA,NA,0,0,0,0,0,0,"microscope"
"115","9-1","CCB030179HE","ROI29CCB030179HEx16089y23181c","CCB030179HEx15776y23122","15776","23122",0,0,0,0,0,0,"microscope"
"116","9-2","CCB030179HE","ROI29CCB030179HEx16089y23181c","CCB030179HEx16205y23187","16205","23187",1,1,0,0,1,1,"microscope"
"117","10-1","CCB030179HE","ROI30CCB030179HEx11302y28854c","CCB030179HEx11063y29101","11063","29101",1,1,1,1,1,1,"microscope"
"118","10-2","CCB030179HE","ROI30CCB030179HEx11302y28854c","Cannot find cell","?","?",0,0,0,1,0,0,"microscope"
"119","11-1","CCB050031HE","ROI31CCB050031HEx9369y22197c","CCB050031HEx9277y22142","9277","22142",0,0,0,0,0,0,"microscope"
"120","11-2","CCB050031HE","ROI31CCB050031HEx9369y22197c","Cannot find cell","?","?",0,0,0,0,1,0,"microscope"
"121","11-3","CCB050031HE","ROI31CCB050031HEx9369y22197c","No mark on pdf",NA,NA,0,0,0,0,0,0,"microscope"
"122","12-1","CCB030179HE","ROI32CCB030179HEx15557y30582c","CCB030179HEx15852y30315","15852","30315",1,1,1,1,1,1,"microscope"
"123","12-2","CCB030179HE","ROI32CCB030179HEx15557y30582c","CCB030179HEx15722y30413","15722","30413",1,1,1,1,1,1,"microscope"
"124","12-3","CCB030179HE","ROI32CCB030179HEx15557y30582c","CCB030179HEx15908y30528","15908","30528",0,1,0,0,0,0,"microscope"
"125","12-4","CCB030179HE","ROI32CCB030179HEx15557y30582c","CCB030179HEx15745y30684","15745","30684",0,0,0,0,0,0,"microscope"
"126","12-5","CCB030179HE","ROI32CCB030179HEx15557y30582c","Find cell but not in our data frame","15286","30759",0,0,0,0,0,0,"microscope"
"127","12-6","CCB030179HE","ROI32CCB030179HEx15557y30582c","Find cell but not in our data frame","15270","30783",0,0,0,0,0,0,"microscope"
"128","12-7","CCB030179HE","ROI32CCB030179HEx15557y30582c","CCB030179HEx15740y30322","15740","30322",0,1,0,0,1,0,"microscope"
"129","12-8","CCB030179HE","ROI32CCB030179HEx15557y30582c","CCB030179HEx15631y30351","15631","30351",0,1,0,0,0,0,"microscope"
"130","12-9","CCB030179HE","ROI32CCB030179HEx15557y30582c","No mark on pdf",NA,NA,0,0,0,0,0,0,"microscope"
"131","12-10","CCB030179HE","ROI32CCB030179HEx15557y30582c","No mark on pdf",NA,NA,0,0,0,0,0,0,"microscope"
"132","13-1","CCB030179HE","ROI33CCB030179HEx7777y23758c","CCB030179HEx7449y23963","7449","23963",1,1,1,1,1,1,"microscope"
"133","13-2","CCB030179HE","ROI33CCB030179HEx7777y23758c","CCB030179HEx7712y24131","7712","24131",1,1,1,1,1,1,"microscope"
"134","13-3","CCB030179HE","ROI33CCB030179HEx7777y23758c","CCB030179HEx7780y23742","7780","23742",0,0,1,0,0,0,"microscope"
"135","14-1","CCB010352HE","ROI34CCB010352HEx4182y9410c","No mark on pdf",NA,NA,0,0,0,0,0,0,"microscope"
"136","15-1","CCB030097HE","ROI35CCB030097HEx13977y8307c","Find cell but not in our data frame","13998","8389",0,0,0,0,0,0,"microscope"
"137","15-2","CCB030097HE","ROI35CCB030097HEx13977y8307c","Find cell but not in our data frame","14020","8646",0,0,0,0,0,0,"microscope"
"138","15-3","CCB030097HE","ROI35CCB030097HEx13977y8307c","Find cell but not in our data frame","14064","8641",0,0,0,0,0,0,"microscope"
"139","15-4","CCB030097HE","ROI35CCB030097HEx13977y8307c","No mark on pdf",NA,NA,0,0,0,0,0,0,"microscope"
"140","16-1","CCB050031HE","ROI36CCB050031HEx7801y19824c","Cannot find cell","?","?",0,0,0,0,0,0,"microscope"
"141","16-2","CCB050031HE","ROI36CCB050031HEx7801y19824c","Cannot find cell","?","?",0,0,0,0,1,0,"microscope"
"142","16-3","CCB050031HE","ROI36CCB050031HEx7801y19824c","No mark on pdf",NA,NA,0,0,0,0,0,0,"microscope"
"143","17-1","CCB010352HE","ROI37CCB010352HEx11113y7590c","Cannot find cell","?","?",0,0,0,0,0,0,"microscope"
"144","18-1","CCB030097HE","ROI38CCB030097HEx11304y12171c","Find cell but not in our data frame","10991","12090",0,0,0,0,0,0,"microscope"
"145","18-2","CCB030097HE","ROI38CCB030097HEx11304y12171c","Find cell but not in our data frame","11257","12079",0,0,0,0,0,1,"microscope"
"146","18-3","CCB030097HE","ROI38CCB030097HEx11304y12171c","Find cell but not in our data frame","11295","12075",0,0,0,0,0,1,"microscope"
"147","18-4","CCB030097HE","ROI38CCB030097HEx11304y12171c","CCB030097HEx11190y12322","11190","12322",0,1,1,0,1,1,"microscope"
"148","18-5","CCB030097HE","ROI38CCB030097HEx11304y12171c","CCB030097HEx11657y12206","11657","12206",1,0,1,0,1,1,"microscope"
"149","18-6","CCB030097HE","ROI38CCB030097HEx11304y12171c","Cannot find cell","?","?",0,0,0,0,0,0,"microscope"
"150","19-1","CCB010352HE","ROI39CCB010352HEx7512y15528c","Find cell but not in our data frame","7150","15327",0,0,0,0,0,0,"microscope"
"151","19-2","CCB010352HE","ROI39CCB010352HEx7512y15528c","CCB010352HEx7391y15580","7391","15580",1,1,1,1,1,1,"microscope"
"152","19-3","CCB010352HE","ROI39CCB010352HEx7512y15528c","CCB010352HEx7371y15833","7371","15833",1,1,1,1,1,1,"microscope"
"153","20-1","CCB030179HE","ROI40CCB030179HEx13706y23912c","CCB030179HEx13674y23680","13674","23680",0,0,1,1,1,1,"microscope"
"154","20-2","CCB030179HE","ROI40CCB030179HEx13706y23912c","CCB030179HEx13663y24083","13663","24083",1,1,1,1,1,1,"microscope"
"155","20-3","CCB030179HE","ROI40CCB030179HEx13706y23912c","CCB030179HEx13882y24084","13882","24084",0,1,0,0,0,1,"microscope"
"156","20-4","CCB030179HE","ROI40CCB030179HEx13706y23912c","Cannot find cell","?","?",0,0,0,0,0,0,"microscope"
"157","20-5","CCB030179HE","ROI40CCB030179HEx13706y23912c","CCB030179HEx13848y23864","13848","23864",0,0,0,0,0,0,"microscope"
